mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_dropout_rate,param_epochs,param_units,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
139.7733243306478,4.88487457554015,3.2660948435465493,0.2978118650241998,32,0.2,10,32,"{'batch_size': 32, 'dropout_rate': 0.2, 'epochs': 10, 'units': 32}",0.7954545454545454,0.6846590909090909,0.6818181818181818,0.7206439393939393,0.05291179941173859,3
179.38020634651184,16.40601860153853,3.549783229827881,0.6000179681290625,32,0.2,10,64,"{'batch_size': 32, 'dropout_rate': 0.2, 'epochs': 10, 'units': 64}",0.9261363636363636,0.9545454545454546,0.8494318181818182,0.9100378787878789,0.04439662185504182,1
181.93938477834067,11.64730900492026,4.017572323481242,0.22572166751084755,32,0.5,10,32,"{'batch_size': 32, 'dropout_rate': 0.5, 'epochs': 10, 'units': 32}",0.5880681818181818,0.7159090909090909,0.5255681818181818,0.6098484848484849,0.07921784991804692,4
188.06860089302063,16.82027913749319,3.704805771509806,0.21342087419715242,32,0.5,10,64,"{'batch_size': 32, 'dropout_rate': 0.5, 'epochs': 10, 'units': 64}",0.9034090909090909,0.8607954545454546,0.8636363636363636,0.8759469696969697,0.01945325623501339,2
